channel_key,upload_rank,age_days
772ff9c2f900,28,2.62
772ff9c2f900,29,2.73
772ff9c2f900,30,2.73
772ff9c2f900,31,2.76
772ff9c2f900,32,3.08
772ff9c2f900,33,3.13
772ff9c2f900,34,3.17
772ff9c2f900,35,3.19
772ff9c2f900,36,3.2
772ff9c2f900,37,3.21
772ff9c2f900,38,3.25
772ff9c2f900,39,3.32
772ff9c2f900,40,3.46
772ff9c2f900,41,3.47
772ff9c2f900,42,3.48
772ff9c2f900,43,3.48
772ff9c2f900,44,3.63
772ff9c2f900,45,3.64
772ff9c2f900,46,3.78
772ff9c2f900,47,3.88
772ff9c2f900,48,3.9
772ff9c2f900,49,4.27
772ff9c2f900,50,4.3
43aa7f8ba0f5,1,0.36
43aa7f8ba0f5,2,0.41
43aa7f8ba0f5,3,1.01
43aa7f8ba0f5,4,1.05
43aa7f8ba0f5,5,2.3
43aa7f8ba0f5,6,2.4
43aa7f8ba0f5,7,3.11
43aa7f8ba0f5,8,3.44
43aa7f8ba0f5,9,4.36
43aa7f8ba0f5,10,4.44
43aa7f8ba0f5,11,5.36
43aa7f8ba0f5,12,5.4
43aa7f8ba0f5,13,6.32
43aa7f8ba0f5,14,6.32
43aa7f8ba0f5,15,6.35
43aa7f8ba0f5,16,7.21
43aa7f8ba0f5,17,7.44
43aa7f8ba0f5,18,8.36
43aa7f8ba0f5,19,8.44
43aa7f8ba0f5,20,9.36
43aa7f8ba0f5,21,9.44
43aa7f8ba0f5,22,10.36
43aa7f8ba0f5,23,10.44
43aa7f8ba0f5,24,11.32
43aa7f8ba0f5,25,11.36
43aa7f8ba0f5,26,11.44
43aa7f8ba0f5,27,12.28
43aa7f8ba0f5,28,12.31
43aa7f8ba0f5,29,13.28
43aa7f8ba0f5,30,13.43
43aa7f8ba0f5,31,14.1
43aa7f8ba0f5,32,14.44
43aa7f8ba0f5,33,15.12
43aa7f8ba0f5,34,15.22
43aa7f8ba0f5,35,16.36
43aa7f8ba0f5,36,16.44
43aa7f8ba0f5,37,17.36
43aa7f8ba0f5,38,17.36
43aa7f8ba0f5,39,17.44
43aa7f8ba0f5,40,18.26
43aa7f8ba0f5,41,18.43
43aa7f8ba0f5,42,19.36
43aa7f8ba0f5,43,19.44
43aa7f8ba0f5,44,20.36
43aa7f8ba0f5,45,20.36
43aa7f8ba0f5,46,20.44
43aa7f8ba0f5,47,21.18
43aa7f8ba0f5,48,21.21
43aa7f8ba0f5,49,22.14
43aa7f8ba0f5,50,22.27
2fb5e384feed,1,0.25
2fb5e384feed,2,1.24
2fb5e384feed,3,1.34
2fb5e384feed,4,2.32
2fb5e384feed,5,2.69
2fb5e384feed,6,3.29
2fb5e384feed,7,3.69
2fb5e384feed,8,4.36
2fb5e384feed,9,4.44
2fb5e384feed,10,5.38
2fb5e384feed,11,8.44
2fb5e384feed,12,9.44
2fb5e384feed,13,10.23
2fb5e384feed,14,11.34
2fb5e384feed,15,12.44
2fb5e384feed,16,13.44
2fb5e384feed,17,15.34
2fb5e384feed,18,15.42
2fb5e384feed,19,16.32
2fb5e384feed,20,16.46
2fb5e384feed,21,17.3
2fb5e384feed,22,17.69
2fb5e384feed,23,18.32
2fb5e384feed,24,19.32
2fb5e384feed,25,20.44
2fb5e384feed,26,21.44
2fb5e384feed,27,22.17
2fb5e384feed,28,23.69
2fb5e384feed,29,24.24
2fb5e384feed,30,24.44
2fb5e384feed,31,25.26
2fb5e384feed,32,26.24
2fb5e384feed,33,26.44
2fb5e384feed,34,35.99
2fb5e384feed,35,36.4
2fb5e384feed,36,37.17
2fb5e384feed,37,37.4
2fb5e384feed,38,38.4
2fb5e384feed,39,39.17
2fb5e384feed,40,39.4
2fb5e384feed,41,40.21
2fb5e384feed,42,40.4
2fb5e384feed,43,41.12
2fb5e384feed,44,41.4
2fb5e384feed,45,42.19
2fb5e384feed,46,42.4
2fb5e384feed,47,43.21
2fb5e384feed,48,43.4
2fb5e384feed,49,44.21
2fb5e384feed,50,44.4
14bcf1a27cc9,1,0.58
14bcf1a27cc9,2,7.58
14bcf1a27cc9,3,8.59
14bcf1a27cc9,4,10.58
14bcf1a27cc9,5,11.57
14bcf1a27cc9,6,12.58
14bcf1a27cc9,7,13.59
14bcf1a27cc9,8,14.58
14bcf1a27cc9,9,15.59
14bcf1a27cc9,10,17.57
14bcf1a27cc9,11,18.57
14bcf1a27cc9,12,19.58
14bcf1a27cc9,13,20.6
14bcf1a27cc9,14,21.61
14bcf1a27cc9,15,22.6
14bcf1a27cc9,16,172.66
14bcf1a27cc9,17,172.7
14bcf1a27cc9,18,172.74
14bcf1a27cc9,19,172.74
14bcf1a27cc9,20,172.74
14bcf1a27cc9,21,172.75
14bcf1a27cc9,22,173.36
14bcf1a27cc9,23,173.56
14bcf1a27cc9,24,173.79
14bcf1a27cc9,25,174.28
14bcf1a27cc9,26,174.35
14bcf1a27cc9,27,174.55
14bcf1a27cc9,28,175.33
14bcf1a27cc9,29,175.43
14bcf1a27cc9,30,175.65
3df0967754fd,1,0.88
3df0967754fd,2,1.88
3df0967754fd,3,2.88
3df0967754fd,4,3.88
3df0967754fd,5,4.88
3df0967754fd,6,5.88
3df0967754fd,7,6.88
3df0967754fd,8,7.88
3df0967754fd,9,8.88
3df0967754fd,10,9.88
3df0967754fd,11,10.88
3df0967754fd,12,11.88
3df0967754fd,13,12.88
3df0967754fd,14,13.88
3df0967754fd,15,23.88
a3f028fcec90,1,0.25
a3f028fcec90,2,2.56
a3f028fcec90,3,2.65
a3f028fcec90,4,4.44
a3f028fcec90,5,5.3
a3f028fcec90,6,5.67
a3f028fcec90,7,6.3
a3f028fcec90,8,7.29
a3f028fcec90,9,8.25
a3f028fcec90,10,11.31
a3f028fcec90,11,13.23
a3f028fcec90,12,14.63
a3f028fcec90,13,16.39
a3f028fcec90,14,17.67
a3f028fcec90,15,18.37
a3f028fcec90,16,19.3
a3f028fcec90,17,19.61
a3f028fcec90,18,20.26
a3f028fcec90,19,21.31
a3f028fcec90,20,21.57
a3f028fcec90,21,23.66
a3f028fcec90,22,26.3
a3f028fcec90,23,27.29
a3f028fcec90,24,28.25
a3f028fcec90,25,29.3
a3f028fcec90,26,30.69
a3f028fcec90,27,33.16
a3f028fcec90,28,34.27
a3f028fcec90,29,35.21
a3f028fcec90,30,37.16
a3f028fcec90,31,38.66
a3f028fcec90,32,39.23
a3f028fcec90,33,40.24
a3f028fcec90,34,41.31
a3f028fcec90,35,41.43
a3f028fcec90,36,42.72
a3f028fcec90,37,48.31
a3f028fcec90,38,49.22
a3f028fcec90,39,49.38
a3f028fcec90,40,50.16
a3f028fcec90,41,50.33
a3f028fcec90,42,52.58
a3f028fcec90,43,53.34
a3f028fcec90,44,55.3
a3f028fcec90,45,56.3
a3f028fcec90,46,57.26
a3f028fcec90,47,57.4
a3f028fcec90,48,58.23
a3f028fcec90,49,58.67
a3f028fcec90,50,59.26
0be9f97992d9,1,2.61
0be9f97992d9,2,3.61
0be9f97992d9,3,5.49
0be9f97992d9,4,12.49
0be9f97992d9,5,16.61
0be9f97992d9,6,19.49
0be9f97992d9,7,26.49
0be9f97992d9,8,31.61
0be9f97992d9,9,33.49
0be9f97992d9,10,40.48
0be9f97992d9,11,47.49
0be9f97992d9,12,54.49
0be9f97992d9,13,61.48
0be9f97992d9,14,68.49
0be9f97992d9,15,72.61
0be9f97992d9,16,75.48
0be9f97992d9,17,79.61
0be9f97992d9,18,82.49
0be9f97992d9,19,84.3
0be9f97992d9,20,86.61
0be9f97992d9,21,89.48
0be9f97992d9,22,93.61
0be9f97992d9,23,96.49
0be9f97992d9,24,100.61
0be9f97992d9,25,103.49
0be9f97992d9,26,110.49
0be9f97992d9,27,115.56
0be9f97992d9,28,117.48
0be9f97992d9,29,124.49
0be9f97992d9,30,131.48
0be9f97992d9,31,138.49
0be9f97992d9,32,145.48
0be9f97992d9,33,152.48
0be9f97992d9,34,159.48
0be9f97992d9,35,166.49
0be9f97992d9,36,173.48
0be9f97992d9,37,180.44
0be9f97992d9,38,187.44
0be9f97992d9,39,191.57
0be9f97992d9,40,194.44
0be9f97992d9,41,195.38
0be9f97992d9,42,198.61
0be9f97992d9,43,201.44
0be9f97992d9,44,201.65
0be9f97992d9,45,205.57
0be9f97992d9,46,208.44
0be9f97992d9,47,210.48
0be9f97992d9,48,212.61
0be9f97992d9,49,215.44
0be9f97992d9,50,216.49
10223ce5852b,1,0.61
10223ce5852b,2,0.61
10223ce5852b,3,1.61
10223ce5852b,4,1.61
10223ce5852b,5,2.61
10223ce5852b,6,2.61
10223ce5852b,7,3.61
10223ce5852b,8,3.61
10223ce5852b,9,3.61
10223ce5852b,10,4.61
10223ce5852b,11,4.61
10223ce5852b,12,5.61
10223ce5852b,13,5.61
10223ce5852b,14,6.61
10223ce5852b,15,6.61
10223ce5852b,16,7.61
10223ce5852b,17,7.61
10223ce5852b,18,7.61
10223ce5852b,19,8.61
10223ce5852b,20,8.61
10223ce5852b,21,9.61
10223ce5852b,22,9.61
10223ce5852b,23,10.61
10223ce5852b,24,10.61
10223ce5852b,25,10.61
10223ce5852b,26,11.61
10223ce5852b,27,11.61
10223ce5852b,28,11.61
10223ce5852b,29,12.61
10223ce5852b,30,12.61
10223ce5852b,31,13.61
10223ce5852b,32,13.61
10223ce5852b,33,14.61
10223ce5852b,34,14.61
10223ce5852b,35,15.61
10223ce5852b,36,15.61
10223ce5852b,37,16.61
10223ce5852b,38,16.61
10223ce5852b,39,17.61
10223ce5852b,40,17.61
10223ce5852b,41,18.61
10223ce5852b,42,18.61
10223ce5852b,43,18.61
10223ce5852b,44,18.61
10223ce5852b,45,19.61
10223ce5852b,46,19.61
10223ce5852b,47,19.61
10223ce5852b,48,19.61
10223ce5852b,49,20.61
10223ce5852b,50,20.61
f93bb91fdf9a,1,0.5
f93bb91fdf9a,2,1.26
f93bb91fdf9a,3,1.47
f93bb91fdf9a,4,2.21
f93bb91fdf9a,5,2.46
f93bb91fdf9a,6,3.26
f93bb91fdf9a,7,3.52
f93bb91fdf9a,8,4.25
f93bb91fdf9a,9,4.55
f93bb91fdf9a,10,5.35
f93bb91fdf9a,11,5.51
f93bb91fdf9a,12,6.36
f93bb91fdf9a,13,6.53
f93bb91fdf9a,14,7.35
f93bb91fdf9a,15,7.54
f93bb91fdf9a,16,8.26
f93bb91fdf9a,17,8.56
f93bb91fdf9a,18,9.4
f93bb91fdf9a,19,9.56
f93bb91fdf9a,20,10.42
f93bb91fdf9a,21,10.53
f93bb91fdf9a,22,11.34
f93bb91fdf9a,23,11.51
f93bb91fdf9a,24,12.37
f93bb91fdf9a,25,12.48
f93bb91fdf9a,26,13.52
f93bb91fdf9a,27,14.53
f93bb91fdf9a,28,15.48
f93bb91fdf9a,29,16.42
f93bb91fdf9a,30,19.51
f93bb91fdf9a,31,20.5
f93bb91fdf9a,32,21.49
f93bb91fdf9a,33,22.49
f93bb91fdf9a,34,23.46
f93bb91fdf9a,35,24.43
f93bb91fdf9a,36,25.45
f93bb91fdf9a,37,26.44
f93bb91fdf9a,38,27.5
f93bb91fdf9a,39,28.52
f93bb91fdf9a,40,29.43
f93bb91fdf9a,41,30.54
f93bb91fdf9a,42,31.46
f93bb91fdf9a,43,32.46
f93bb91fdf9a,44,33.44
f93bb91fdf9a,45,34.45
f93bb91fdf9a,46,35.51
f93bb91fdf9a,47,36.47
f93bb91fdf9a,48,37.5
f93bb91fdf9a,49,38.54
f93bb91fdf9a,50,39.51
ac562c26dd18,1,0.26
ac562c26dd18,2,2.31
ac562c26dd18,3,4.29
ac562c26dd18,4,6.15
ac562c26dd18,5,7.28
ac562c26dd18,6,8.3
ac562c26dd18,7,10.3
ac562c26dd18,8,12.17
ac562c26dd18,9,14.28
ac562c26dd18,10,16.3
ac562c26dd18,11,17.29
ac562c26dd18,12,19.27
ac562c26dd18,13,21.28
ac562c26dd18,14,23.22
ac562c26dd18,15,24.23
ac562c26dd18,16,25.25
ac562c26dd18,17,27.29
ac562c26dd18,18,43.14
ac562c26dd18,19,45.25
ac562c26dd18,20,47.14
ac562c26dd18,21,49.33
ac562c26dd18,22,52.29
ac562c26dd18,23,54.28
ac562c26dd18,24,56.28
ac562c26dd18,25,58.28
ac562c26dd18,26,59.17
ac562c26dd18,27,61.24
ac562c26dd18,28,63.26
ac562c26dd18,29,64.26
ac562c26dd18,30,68.23
ac562c26dd18,31,71.26
ac562c26dd18,32,73.17
ac562c26dd18,33,74.35
ac562c26dd18,34,77.18
ac562c26dd18,35,80.17
ac562c26dd18,36,81.19
ac562c26dd18,37,83.23
ac562c26dd18,38,84.31
ac562c26dd18,39,87.16
ac562c26dd18,40,91.28
ac562c26dd18,41,94.23
ac562c26dd18,42,96.23
ac562c26dd18,43,99.24
ac562c26dd18,44,101.3
ac562c26dd18,45,104.25
ac562c26dd18,46,105.29
ac562c26dd18,47,106.31
ac562c26dd18,48,108.29
ac562c26dd18,49,110.17
ac562c26dd18,50,111.31
872e1b0040a7,1,0.23
872e1b0040a7,2,2.16
872e1b0040a7,3,2.27
872e1b0040a7,4,3.07
872e1b0040a7,5,4.08
872e1b0040a7,6,5.07
872e1b0040a7,7,6.28
872e1b0040a7,8,7.06
872e1b0040a7,9,7.51
872e1b0040a7,10,9.21
872e1b0040a7,11,9.27
872e1b0040a7,12,10.07
872e1b0040a7,13,11.25
872e1b0040a7,14,12.25
872e1b0040a7,15,13.08
872e1b0040a7,16,13.17
872e1b0040a7,17,15.43
872e1b0040a7,18,16.27
872e1b0040a7,19,17.13
872e1b0040a7,20,17.26
872e1b0040a7,21,18.07
872e1b0040a7,22,19.26
872e1b0040a7,23,20.36
872e1b0040a7,24,21.41
872e1b0040a7,25,22.01
872e1b0040a7,26,22.05
872e1b0040a7,27,23.11
872e1b0040a7,28,23.24
872e1b0040a7,29,25.04
872e1b0040a7,30,26.06
872e1b0040a7,31,26.26
872e1b0040a7,32,27.07
872e1b0040a7,33,28.25
872e1b0040a7,34,29.28
872e1b0040a7,35,30.04
872e1b0040a7,36,30.24
872e1b0040a7,37,31.04
872e1b0040a7,38,33.16
872e1b0040a7,39,35.28
872e1b0040a7,40,36.18
872e1b0040a7,41,36.97
872e1b0040a7,42,36.97
872e1b0040a7,43,40.32
872e1b0040a7,44,40.94
872e1b0040a7,45,46.05
872e1b0040a7,46,46.41
872e1b0040a7,47,47.32
872e1b0040a7,48,49.95
872e1b0040a7,49,51.06
872e1b0040a7,50,56.12
698c94390797,1,1.21
698c94390797,2,1.21
698c94390797,3,4.12
698c94390797,4,5.38
698c94390797,5,5.38
698c94390797,6,8.23
698c94390797,7,9.23
698c94390797,8,9.68
698c94390797,9,10.27
698c94390797,10,10.27
698c94390797,11,11.56
698c94390797,12,11.56
698c94390797,13,14.15
698c94390797,14,15.08
698c94390797,15,16.19
698c94390797,16,16.48
698c94390797,17,16.48
698c94390797,18,18.14
698c94390797,19,19.15
698c94390797,20,19.15
698c94390797,21,20.15
698c94390797,22,21.16
698c94390797,23,21.16
698c94390797,24,22.13
698c94390797,25,23.17
698c94390797,26,24.13
698c94390797,27,25.18
698c94390797,28,25.18
698c94390797,29,26.13
698c94390797,30,27.11
698c94390797,31,27.12
698c94390797,32,27.59
698c94390797,33,28.62
698c94390797,34,28.62
698c94390797,35,29.69
698c94390797,36,29.69
698c94390797,37,31.11
698c94390797,38,33.67
698c94390797,39,33.67
698c94390797,40,35.09
698c94390797,41,35.09
698c94390797,42,35.09
698c94390797,43,36.14
698c94390797,44,37.21
698c94390797,45,37.52
698c94390797,46,37.53
698c94390797,47,39.08
698c94390797,48,39.08
698c94390797,49,40.13
698c94390797,50,40.13
2c2e946c97a7,1,0.25
2c2e946c97a7,2,0.32
2c2e946c97a7,3,0.34
2c2e946c97a7,4,0.87
2c2e946c97a7,5,0.89
2c2e946c97a7,6,0.91
2c2e946c97a7,7,1.28
2c2e946c97a7,8,2.24
2c2e946c97a7,9,2.27
2c2e946c97a7,10,2.27
2c2e946c97a7,11,3.13
2c2e946c97a7,12,3.18
2c2e946c97a7,13,3.22
2c2e946c97a7,14,3.24
2c2e946c97a7,15,3.25
2c2e946c97a7,16,3.27
2c2e946c97a7,17,4.12
2c2e946c97a7,18,4.14
2c2e946c97a7,19,4.16
2c2e946c97a7,20,4.16
2c2e946c97a7,21,4.35
2c2e946c97a7,22,5.0
2c2e946c97a7,23,5.18
2c2e946c97a7,24,5.19
2c2e946c97a7,25,5.22
2c2e946c97a7,26,5.33
2c2e946c97a7,27,5.38
2c2e946c97a7,28,5.39
2c2e946c97a7,29,5.91
2c2e946c97a7,30,5.92
2c2e946c97a7,31,5.98
2c2e946c97a7,32,5.99
2c2e946c97a7,33,6.0
2c2e946c97a7,34,6.21
2c2e946c97a7,35,6.25
2c2e946c97a7,36,6.29
2c2e946c97a7,37,6.98
2c2e946c97a7,38,6.99
2c2e946c97a7,39,7.23
2c2e946c97a7,40,7.24
2c2e946c97a7,41,7.25
2c2e946c97a7,42,7.26
2c2e946c97a7,43,7.3
2c2e946c97a7,44,7.32
2c2e946c97a7,45,8.14
2c2e946c97a7,46,8.2
2c2e946c97a7,47,8.2
2c2e946c97a7,48,11.03
2c2e946c97a7,49,11.03
2c2e946c97a7,50,11.86
e9117e988c7d,1,1.24
e9117e988c7d,2,6.24
e9117e988c7d,3,8.24
e9117e988c7d,4,11.23
e9117e988c7d,5,17.23
e9117e988c7d,6,20.24
e9117e988c7d,7,26.2
e9117e988c7d,8,33.21
e9117e988c7d,9,38.24
e9117e988c7d,10,43.24
e9117e988c7d,11,48.24
e9117e988c7d,12,52.24
e9117e988c7d,13,58.24
e9117e988c7d,14,63.24
e9117e988c7d,15,71.22
e9117e988c7d,16,75.23
e9117e988c7d,17,78.24
e9117e988c7d,18,83.22
e9117e988c7d,19,89.23
e9117e988c7d,20,96.24
e9117e988c7d,21,107.24
e9117e988c7d,22,113.23
e9117e988c7d,23,118.23
e9117e988c7d,24,123.24
e9117e988c7d,25,129.23
e9117e988c7d,26,133.24
e9117e988c7d,27,140.24
e9117e988c7d,28,146.23
e9117e988c7d,29,152.23
e9117e988c7d,30,156.23
e9117e988c7d,31,160.24
e9117e988c7d,32,166.08
e9117e988c7d,33,174.03
e9117e988c7d,34,175.92
e9117e988c7d,35,176.98
e9117e988c7d,36,184.99
e9117e988c7d,37,191.07
e9117e988c7d,38,195.04
e9117e988c7d,39,204.02
e9117e988c7d,40,209.09
e9117e988c7d,41,213.94
e9117e988c7d,42,221.01
e9117e988c7d,43,225.01
e9117e988c7d,44,228.97
e9117e988c7d,45,235.97
e9117e988c7d,46,243.97
e9117e988c7d,47,248.98
e9117e988c7d,48,255.97
e9117e988c7d,49,261.97
e9117e988c7d,50,267.94
8ce430b01e66,1,0.51
8ce430b01e66,2,2.54
8ce430b01e66,3,5.52
8ce430b01e66,4,8.61
8ce430b01e66,5,9.63
8ce430b01e66,6,11.61
8ce430b01e66,7,15.61
8ce430b01e66,8,16.55
8ce430b01e66,9,18.61
8ce430b01e66,10,20.6
8ce430b01e66,11,21.53
8ce430b01e66,12,24.54
8ce430b01e66,13,27.56
8ce430b01e66,14,30.6
8ce430b01e66,15,34.59
8ce430b01e66,16,38.61
8ce430b01e66,17,50.53
8ce430b01e66,18,110.63
8ce430b01e66,19,111.64
8ce430b01e66,20,117.6
8ce430b01e66,21,119.65
8ce430b01e66,22,120.63
8ce430b01e66,23,125.6
8ce430b01e66,24,128.58
8ce430b01e66,25,131.58
8ce430b01e66,26,133.61
8ce430b01e66,27,136.59
8ce430b01e66,28,138.53
8ce430b01e66,29,140.61
8ce430b01e66,30,141.68
8ce430b01e66,31,145.6
8ce430b01e66,32,147.55
8ce430b01e66,33,150.69
8ce430b01e66,34,152.61
8ce430b01e66,35,153.6
8ce430b01e66,36,155.61
8ce430b01e66,37,157.55
8ce430b01e66,38,159.6
8ce430b01e66,39,163.61
8ce430b01e66,40,167.6
8ce430b01e66,41,168.64
8ce430b01e66,42,170.61
8ce430b01e66,43,172.63
8ce430b01e66,44,174.59
8ce430b01e66,45,177.61
8ce430b01e66,46,181.59
8ce430b01e66,47,182.63
8ce430b01e66,48,185.61
8ce430b01e66,49,187.61
8ce430b01e66,50,189.61
a5fdbfa02f6f,1,0.61
a5fdbfa02f6f,2,1.57
a5fdbfa02f6f,3,1.86
a5fdbfa02f6f,4,2.65
a5fdbfa02f6f,5,2.94
a5fdbfa02f6f,6,3.57
a5fdbfa02f6f,7,3.9
a5fdbfa02f6f,8,4.57
a5fdbfa02f6f,9,4.86
a5fdbfa02f6f,10,6.61
a5fdbfa02f6f,11,6.86
a5fdbfa02f6f,12,7.86
a5fdbfa02f6f,13,8.86
a5fdbfa02f6f,14,9.94
a5fdbfa02f6f,15,10.61
a5fdbfa02f6f,16,10.94
a5fdbfa02f6f,17,11.57
a5fdbfa02f6f,18,11.86
a5fdbfa02f6f,19,12.61
a5fdbfa02f6f,20,13.61
a5fdbfa02f6f,21,13.86
a5fdbfa02f6f,22,14.61
a5fdbfa02f6f,23,14.86
a5fdbfa02f6f,24,15.61
a5fdbfa02f6f,25,15.86
a5fdbfa02f6f,26,16.94
a5fdbfa02f6f,27,17.61
a5fdbfa02f6f,28,17.94
a5fdbfa02f6f,29,19.61
a5fdbfa02f6f,30,19.86
a5fdbfa02f6f,31,20.61
a5fdbfa02f6f,32,21.61
a5fdbfa02f6f,33,22.59
a5fdbfa02f6f,34,22.86
a5fdbfa02f6f,35,23.61
a5fdbfa02f6f,36,23.99
a5fdbfa02f6f,37,24.61
a5fdbfa02f6f,38,24.9
a5fdbfa02f6f,39,25.61
a5fdbfa02f6f,40,25.86
a5fdbfa02f6f,41,27.61
a5fdbfa02f6f,42,27.86
a5fdbfa02f6f,43,28.61
a5fdbfa02f6f,44,31.9
a5fdbfa02f6f,45,32.86
a5fdbfa02f6f,46,33.86
a5fdbfa02f6f,47,34.61
a5fdbfa02f6f,48,34.86
a5fdbfa02f6f,49,35.61
a5fdbfa02f6f,50,35.86
f4c0eefd1a7a,1,3.07
f4c0eefd1a7a,2,3.08
f4c0eefd1a7a,3,3.09
f4c0eefd1a7a,4,3.09
f4c0eefd1a7a,5,3.1
f4c0eefd1a7a,6,6.06
f4c0eefd1a7a,7,6.07
f4c0eefd1a7a,8,6.07
f4c0eefd1a7a,9,6.08
f4c0eefd1a7a,10,9.3
f4c0eefd1a7a,11,9.31
f4c0eefd1a7a,12,11.3
f4c0eefd1a7a,13,11.85
f4c0eefd1a7a,14,12.01
f4c0eefd1a7a,15,13.08
f4c0eefd1a7a,16,13.18
f4c0eefd1a7a,17,13.19
f4c0eefd1a7a,18,22.07
f4c0eefd1a7a,19,22.08
f4c0eefd1a7a,20,26.09
f4c0eefd1a7a,21,26.1
f4c0eefd1a7a,22,36.86
f4c0eefd1a7a,23,49.24
f4c0eefd1a7a,24,50.25
f4c0eefd1a7a,25,53.31
f4c0eefd1a7a,26,57.78
f4c0eefd1a7a,27,58.26
f4c0eefd1a7a,28,60.3
f4c0eefd1a7a,29,62.27
f4c0eefd1a7a,30,63.85
f4c0eefd1a7a,31,65.0
f4c0eefd1a7a,32,66.33
f4c0eefd1a7a,33,70.32
f4c0eefd1a7a,34,82.12
f4c0eefd1a7a,35,93.25
f4c0eefd1a7a,36,99.22
f4c0eefd1a7a,37,153.12
f4c0eefd1a7a,38,156.15
f4c0eefd1a7a,39,161.08
f4c0eefd1a7a,40,164.19
f4c0eefd1a7a,41,167.06
f4c0eefd1a7a,42,171.09
f4c0eefd1a7a,43,175.13
f4c0eefd1a7a,44,176.25
f4c0eefd1a7a,45,179.08
f4c0eefd1a7a,46,184.35
f4c0eefd1a7a,47,186.36
f4c0eefd1a7a,48,187.16
f4c0eefd1a7a,49,188.14
f4c0eefd1a7a,50,188.83
4d4e87d3a0cc,1,1.32
4d4e87d3a0cc,2,2.28
4d4e87d3a0cc,3,3.27
4d4e87d3a0cc,4,3.55
4d4e87d3a0cc,5,4.44
4d4e87d3a0cc,6,4.79
4d4e87d3a0cc,7,5.3
4d4e87d3a0cc,8,5.39
4d4e87d3a0cc,9,5.6
4d4e87d3a0cc,10,6.23
4d4e87d3a0cc,11,78.17
4d4e87d3a0cc,12,85.17
4d4e87d3a0cc,13,91.59
4d4e87d3a0cc,14,97.3
4d4e87d3a0cc,15,98.3
4d4e87d3a0cc,16,101.3
4d4e87d3a0cc,17,102.13
4d4e87d3a0cc,18,102.3
4d4e87d3a0cc,19,103.13
4d4e87d3a0cc,20,103.3
4d4e87d3a0cc,21,104.13
4d4e87d3a0cc,22,104.3
4d4e87d3a0cc,23,105.13
4d4e87d3a0cc,24,105.3
4d4e87d3a0cc,25,106.13
4d4e87d3a0cc,26,106.3
4d4e87d3a0cc,27,107.3
4d4e87d3a0cc,28,108.13
4d4e87d3a0cc,29,108.3
4d4e87d3a0cc,30,110.51
4d4e87d3a0cc,31,111.17
4d4e87d3a0cc,32,111.8
4d4e87d3a0cc,33,112.13
4d4e87d3a0cc,34,113.8
4d4e87d3a0cc,35,114.13
4d4e87d3a0cc,36,114.8
4d4e87d3a0cc,37,115.13
4d4e87d3a0cc,38,116.13
4d4e87d3a0cc,39,116.26
4d4e87d3a0cc,40,117.13
4d4e87d3a0cc,41,117.34
4d4e87d3a0cc,42,118.13
4d4e87d3a0cc,43,118.34
4d4e87d3a0cc,44,119.13
4d4e87d3a0cc,45,119.34
4d4e87d3a0cc,46,121.34
4d4e87d3a0cc,47,127.33
4d4e87d3a0cc,48,129.34
4d4e87d3a0cc,49,132.34
4d4e87d3a0cc,50,134.34
fc962dbe09db,1,1.02
fc962dbe09db,2,2.44
fc962dbe09db,3,3.1
fc962dbe09db,4,3.38
fc962dbe09db,5,3.4
fc962dbe09db,6,4.42
fc962dbe09db,7,5.09
fc962dbe09db,8,7.44
fc962dbe09db,9,8.26
fc962dbe09db,10,9.53
fc962dbe09db,11,10.27
fc962dbe09db,12,11.24
fc962dbe09db,13,14.26
fc962dbe09db,14,16.18
fc962dbe09db,15,16.39
fc962dbe09db,16,17.4
fc962dbe09db,17,19.44
fc962dbe09db,18,20.44
fc962dbe09db,19,21.42
fc962dbe09db,20,22.32
fc962dbe09db,21,23.49
fc962dbe09db,22,23.84
fc962dbe09db,23,25.18
fc962dbe09db,24,30.44
fc962dbe09db,25,31.48
fc962dbe09db,26,32.21
fc962dbe09db,27,32.28
fc962dbe09db,28,33.49
fc962dbe09db,29,35.23
fc962dbe09db,30,36.42
fc962dbe09db,31,37.43
fc962dbe09db,32,38.45
fc962dbe09db,33,39.32
fc962dbe09db,34,39.36
fc962dbe09db,35,42.38
fc962dbe09db,36,43.37
fc962dbe09db,37,44.42
fc962dbe09db,38,45.5
fc962dbe09db,39,46.15
fc962dbe09db,40,46.51
fc962dbe09db,41,47.4
fc962dbe09db,42,49.44
fc962dbe09db,43,50.46
fc962dbe09db,44,51.49
fc962dbe09db,45,52.38
fc962dbe09db,46,53.42
fc962dbe09db,47,54.18
fc962dbe09db,48,54.44
fc962dbe09db,49,55.45
fc962dbe09db,50,56.45
18a2b7546a32,1,0.38
18a2b7546a32,2,2.34
18a2b7546a32,3,3.29
18a2b7546a32,4,4.39
18a2b7546a32,5,5.21
18a2b7546a32,6,6.19
18a2b7546a32,7,7.25
18a2b7546a32,8,8.34
18a2b7546a32,9,10.26
18a2b7546a32,10,11.36
18a2b7546a32,11,12.38
18a2b7546a32,12,13.09
18a2b7546a32,13,14.21
18a2b7546a32,14,15.01
18a2b7546a32,15,16.15
18a2b7546a32,16,17.1
18a2b7546a32,17,18.4
18a2b7546a32,18,19.24
18a2b7546a32,19,20.41
18a2b7546a32,20,21.29
18a2b7546a32,21,24.34
18a2b7546a32,22,26.38
18a2b7546a32,23,27.4
18a2b7546a32,24,28.11
